,Crash_Year,Crash_Police_Region,Casualty_Severity,Casualty_AgeGroup,Casualty_Gender,Casualty_RoadUserType,Casualty_Count
11073,2013,Brisbane,Fatality,40 to 49,Male,Motorcyclist,1
11114,2013,Brisbane,Fatality,30 to 39,Female,Pedestrian,1
11145,2013,Brisbane,Hospitalised,Unknown,Unknown,Passenger,2
11146,2013,Brisbane,Minor injury,Unknown,Unknown,Passenger,1
11163,2018,Brisbane,Fatality,25 to 29,Male,Driver,1
11188,2013,Brisbane,Hospitalised,60 to 74,Female,Bicyclist,1
11667,2013,Brisbane,Hospitalised,25 to 29,Female,Driver,50
11669,2013,Brisbane,Hospitalised,0 to 16,Female,Passenger,42
11701,2015,Brisbane,Medically treated,60 to 74,Female,Passenger,32
11702,2014,Brisbane,Hospitalised,17 to 24,Female,Driver,110
11703,2015,Brisbane,Medically treated,40 to 49,Male,Driver,175
11705,2016,Brisbane,Medically treated,40 to 49,Female,Passenger,33
11707,2015,Brisbane,Medically treated,30 to 39,Female,Driver,202
11712,2016,Brisbane,Medically treated,17 to 24,Female,Passenger,73
11719,2015,Brisbane,Medically treated,25 to 29,Male,Bicyclist,8
11722,2016,Brisbane,Medically treated,25 to 29,Female,Driver,106
11727,2015,Brisbane,Hospitalised,50 to 59,Female,Driver,58
11736,2015,Brisbane,Medically treated,40 to 49,Female,Passenger,43
11740,2015,Brisbane,Minor injury,60 to 74,Female,Driver,17
11746,2015,Brisbane,Hospitalised,50 to 59,Male,Pedestrian,8
11752,2016,Brisbane,Hospitalised,50 to 59,Male,Motorcyclist,45
11753,2013,Brisbane,Medically treated,30 to 39,Female,Driver,212
11755,2015,Brisbane,Medically treated,60 to 74,Male,Motorcyclist,11
11767,2015,Brisbane,Medically treated,75 and over,Male,Passenger,5
11769,2015,Brisbane,Hospitalised,30 to 39,Male,Motorcyclist,76
11771,2014,Brisbane,Hospitalised,40 to 49,Female,Driver,75
11772,2014,Brisbane,Medically treated,50 to 59,Male,Driver,111
11779,2013,Brisbane,Medically treated,17 to 24,Male,Driver,132
11781,2014,Brisbane,Medically treated,50 to 59,Female,Driver,117
11788,2015,Brisbane,Hospitalised,25 to 29,Male,Motorcyclist,31
11795,2014,Brisbane,Hospitalised,60 to 74,Male,Pedestrian,7
11815,2014,Brisbane,Medically treated,25 to 29,Female,Driver,109
11820,2013,Brisbane,Medically treated,0 to 16,Male,Passenger,50
11823,2018,Brisbane,Hospitalised,50 to 59,Male,Motorcyclist,45
11827,2017,Brisbane,Medically treated,17 to 24,Female,Driver,176
11829,2018,Brisbane,Minor injury,25 to 29,Female,Driver,42
11842,2018,Brisbane,Hospitalised,0 to 16,Female,Passenger,36
11850,2017,Brisbane,Minor injury,50 to 59,Female,Driver,44
11852,2018,Brisbane,Hospitalised,17 to 24,Male,Driver,103
11853,2018,Brisbane,Minor injury,17 to 24,Female,Driver,78
11855,2018,Brisbane,Medically treated,17 to 24,Female,Passenger,53
11861,2016,Brisbane,Medically treated,25 to 29,Female,Passenger,37
11863,2016,Brisbane,Hospitalised,75 and over,Male,Driver,16
11871,2016,Brisbane,Hospitalised,25 to 29,Female,Motorcyclist,10
11878,2018,Brisbane,Hospitalised,60 to 74,Female,Driver,67
11879,2018,Brisbane,Minor injury,60 to 74,Male,Driver,37
11886,2018,Brisbane,Hospitalised,0 to 16,Male,Passenger,35
11887,2018,Brisbane,Hospitalised,40 to 49,Female,Passenger,16
11891,2018,Brisbane,Minor injury,17 to 24,Male,Driver,67
11894,2018,Brisbane,Medically treated,17 to 24,Male,Passenger,45
11895,2017,Brisbane,Minor injury,40 to 49,Male,Bicyclist,11
11900,2018,Brisbane,Medically treated,0 to 16,Female,Passenger,39
11904,2018,Brisbane,Minor injury,30 to 39,Female,Passenger,20
12121,2014,Brisbane,Fatality,75 and over,Male,Motorcyclist,1
12127,2013,Brisbane,Hospitalised,0 to 16,Male,Bicyclist,7
12135,2015,Brisbane,Medically treated,17 to 24,Female,Bicyclist,5
12141,2013,Brisbane,Medically treated,25 to 29,Male,Bicyclist,9
12143,2016,Brisbane,Minor injury,17 to 24,Female,Driver,39
12151,2016,Brisbane,Medically treated,25 to 29,Male,Motorcyclist,29
12154,2015,Brisbane,Hospitalised,40 to 49,Male,Motorcyclist,59
12162,2013,Brisbane,Medically treated,40 to 49,Male,Motorcyclist,31
12177,2014,Brisbane,Minor injury,40 to 49,Female,Passenger,15
12178,2015,Brisbane,Hospitalised,0 to 16,Female,Passenger,26
12184,2015,Brisbane,Hospitalised,60 to 74,Male,Motorcyclist,15
12188,2018,Brisbane,Hospitalised,75 and over,Male,Driver,26
12195,2018,Brisbane,Hospitalised,40 to 49,Male,Driver,77
12196,2017,Brisbane,Minor injury,25 to 29,Male,Motorcyclist,11
12202,2016,Brisbane,Minor injury,0 to 16,Female,Passenger,17
12207,2017,Brisbane,Medically treated,30 to 39,Female,Passenger,53
12218,2016,Brisbane,Minor injury,40 to 49,Female,Driver,52
12221,2017,Brisbane,Hospitalised,50 to 59,Female,Bicyclist,12
12223,2018,Brisbane,Medically treated,40 to 49,Female,Motorcyclist,4
12405,2016,Brisbane,Medically treated,50 to 59,Male,Bicyclist,10
12418,2016,Brisbane,Medically treated,17 to 24,Female,Pedestrian,8
12420,2014,Brisbane,Hospitalised,50 to 59,Male,Driver,49
12425,2015,Brisbane,Fatality,75 and over,Male,Driver,2
12426,2013,Brisbane,Minor injury,Unknown,Male,Passenger,1
12436,2014,Brisbane,Hospitalised,17 to 24,Male,Pedestrian,14
12437,2014,Brisbane,Medically treated,Unknown,Male,Passenger,2
12444,2014,Brisbane,Minor injury,75 and over,Male,Driver,12
12450,2018,Brisbane,Medically treated,Unknown,Female,Driver,1
12457,2017,Brisbane,Medically treated,60 to 74,Male,Motorcyclist,11
12571,2015,Brisbane,Medically treated,50 to 59,Male,Motorcyclist,19
12572,2015,Brisbane,Medically treated,50 to 59,Female,Pedestrian,6
12575,2016,Brisbane,Minor injury,30 to 39,Male,Passenger,13
12577,2015,Brisbane,Medically treated,0 to 16,Female,Passenger,48
12584,2014,Brisbane,Hospitalised,0 to 16,Female,Pedestrian,10
12591,2018,Brisbane,Hospitalised,75 and over,Male,Pedestrian,3
12602,2016,Brisbane,Medically treated,60 to 74,Male,Pedestrian,6
12712,2014,Brisbane,Fatality,60 to 74,Male,Bicyclist,1
12715,2013,Brisbane,Hospitalised,30 to 39,Male,Pedestrian,9
12719,2016,Brisbane,Minor injury,0 to 16,Male,Passenger,20
12723,2015,Brisbane,Minor injury,40 to 49,Male,Bicyclist,7
12726,2013,Brisbane,Minor injury,25 to 29,Male,Bicyclist,5
12740,2018,Brisbane,Hospitalised,30 to 39,Male,Bicyclist,15
12743,2016,Brisbane,Medically treated,17 to 24,Female,Motorcyclist,6
12744,2018,Brisbane,Medically treated,30 to 39,Female,Pedestrian,6
12759,2018,Brisbane,Medically treated,50 to 59,Male,Pedestrian,2
12761,2014,Brisbane,Hospitalised,30 to 39,Female,Passenger,11
12763,2018,Brisbane,Minor injury,30 to 39,Male,Bicyclist,12
12766,2018,Brisbane,Fatality,0 to 16,Male,Passenger,1
12846,2013,Brisbane,Fatality,0 to 16,Female,Passenger,1
12856,2016,Brisbane,Fatality,50 to 59,Male,Motorcyclist,1
12858,2015,Brisbane,Hospitalised,0 to 16,Female,Driver,1
12862,2015,Brisbane,Hospitalised,17 to 24,Female,Motorcyclist,4
12867,2014,Brisbane,Medically treated,60 to 74,Male,Pedestrian,3
12872,2018,Brisbane,Medically treated,17 to 24,Female,Bicyclist,6
12875,2016,Brisbane,Medically treated,60 to 74,Male,Motorcyclist,8
12876,2018,Brisbane,Minor injury,40 to 49,Female,Bicyclist,1
12945,2013,Brisbane,Hospitalised,25 to 29,Male,Pedestrian,5
12950,2016,Brisbane,Hospitalised,17 to 24,Male,Bicyclist,8
12955,2016,Brisbane,Minor injury,25 to 29,Female,Pedestrian,1
12964,2015,Brisbane,Medically treated,40 to 49,Unknown,Driver,1
12966,2014,Brisbane,Minor injury,75 and over,Male,Passenger,1
12968,2018,Brisbane,Medically treated,40 to 49,Male,Pedestrian,5
13050,2013,Brisbane,Fatality,60 to 74,Female,Pedestrian,1
13059,2016,Brisbane,Minor injury,75 and over,Male,Passenger,3
13074,2017,Brisbane,Medically treated,50 to 59,Male,Passenger,7
13140,2013,Brisbane,Minor injury,75 and over,Male,Driver,8
13147,2017,Brisbane,Minor injury,60 to 74,Male,Motorcyclist,1
13148,2018,Brisbane,Minor injury,25 to 29,Male,Bicyclist,3
13149,2017,Brisbane,Medically treated,25 to 29,Female,Pedestrian,6
13153,2018,Brisbane,Fatality,30 to 39,Male,Bicyclist,1
13210,2016,Brisbane,Minor injury,Unknown,Male,Passenger,2
13222,2014,Brisbane,Medically treated,25 to 29,Unknown,Driver,2
13275,2015,Brisbane,Medically treated,0 to 16,Female,Pedestrian,7
13276,2018,Brisbane,Hospitalised,40 to 49,Female,Other,1
13279,2017,Brisbane,Minor injury,60 to 74,Male,Passenger,5
13284,2018,Brisbane,Fatality,60 to 74,Male,Driver,1
13333,2015,Brisbane,Medically treated,60 to 74,Female,Pedestrian,4
13334,2016,Brisbane,Medically treated,75 and over,Female,Pedestrian,3
13337,2015,Brisbane,Medically treated,75 and over,Male,Motorcyclist,1
13343,2017,Brisbane,Medically treated,75 and over,Male,Pedestrian,1
13346,2015,Brisbane,Minor injury,0 to 16,Male,Pedestrian,1
13347,2017,Brisbane,Hospitalised,40 to 49,Female,Pedestrian,3
13390,2016,Brisbane,Minor injury,75 and over,Male,Driver,5
13395,2013,Brisbane,Minor injury,Unknown,Unknown,Driver,1
13435,2017,Brisbane,Minor injury,50 to 59,Female,Bicyclist,1
13473,2015,Brisbane,Fatality,50 to 59,Female,Driver,1
13476,2014,Brisbane,Hospitalised,0 to 16,Male,Driver,1
13478,2018,Brisbane,Medically treated,25 to 29,Unknown,Motorcyclist,1
13483,2018,Brisbane,Minor injury,0 to 16,Male,Pedestrian,2
13519,2018,Brisbane,Hospitalised,25 to 29,Female,Bicyclist,4
13562,2016,Brisbane,Medically treated,50 to 59,Female,Motorcyclist,2
13567,2018,Brisbane,Medically treated,30 to 39,Unknown,Driver,1
13570,2018,Brisbane,Fatality,30 to 39,Female,Driver,1
13601,2014,Brisbane,Medically treated,60 to 74,Female,Bicyclist,1
13635,2013,Brisbane,Fatality,75 and over,Male,Pedestrian,2
13640,2015,Brisbane,Minor injury,25 to 29,Female,Bicyclist,1
13641,2015,Brisbane,Minor injury,75 and over,Female,Driver,3
13650,2013,Brisbane,Minor injury,30 to 39,Female,Motorcyclist,1
13705,2017,Brisbane,Fatality,17 to 24,Female,Driver,1
13707,2017,Brisbane,Minor injury,30 to 39,Female,Bicyclist,3
13711,2017,Brisbane,Fatality,75 and over,Female,Driver,1
13736,2015,Brisbane,Medically treated,0 to 16,Male,Driver,2
13737,2018,Brisbane,Hospitalised,60 to 74,Female,Motorcyclist,2
13770,2015,Brisbane,Minor injury,Unknown,Female,Passenger,1
13809,2013,Brisbane,Minor injury,75 and over,Female,Passenger,1
13817,2018,Brisbane,Fatality,17 to 24,Male,Pedestrian,1
13881,2015,Brisbane,Fatality,30 to 39,Male,Driver,2
13882,2017,Brisbane,Minor injury,Unknown,Male,Bicyclist,1
13902,2014,Brisbane,Medically treated,50 to 59,Male,Other,1
13924,2016,Brisbane,Fatality,60 to 74,Male,Bicyclist,1
13925,2016,Brisbane,Fatality,40 to 49,Male,Driver,1
13926,2017,Brisbane,Hospitalised,0 to 16,Female,Driver,2
13929,2017,Brisbane,Medically treated,60 to 74,Female,Motorcyclist,1
13970,2014,Brisbane,Fatality,40 to 49,Female,Driver,1
14016,2016,Brisbane,Minor injury,60 to 74,Male,Pedestrian,1
14018,2013,Brisbane,Minor injury,75 and over,Female,Driver,1
14019,2018,Brisbane,Minor injury,60 to 74,Female,Bicyclist,1
14021,2018,Brisbane,Minor injury,40 to 49,Female,Pedestrian,1
14041,2016,Brisbane,Fatality,75 and over,Male,Pedestrian,1
14511,2014,Brisbane,Fatality,60 to 74,Male,Driver,1
14516,2013,Brisbane,Hospitalised,40 to 49,Male,Driver,74
14522,2013,Brisbane,Hospitalised,30 to 39,Male,Passenger,12
14524,2013,Brisbane,Hospitalised,17 to 24,Male,Motorcyclist,61
14534,2013,Brisbane,Hospitalised,30 to 39,Female,Passenger,20
14535,2013,Brisbane,Medically treated,17 to 24,Male,Passenger,38
14549,2016,Brisbane,Hospitalised,60 to 74,Male,Bicyclist,11
14555,2016,Brisbane,Medically treated,50 to 59,Female,Passenger,34
14556,2016,Brisbane,Medically treated,17 to 24,Male,Driver,149
14558,2015,Brisbane,Hospitalised,40 to 49,Male,Bicyclist,26
14561,2016,Brisbane,Hospitalised,75 and over,Male,Motorcyclist,2
14565,2015,Brisbane,Minor injury,0 to 16,Male,Bicyclist,4
14568,2014,Brisbane,Medically treated,17 to 24,Male,Driver,126
14569,2013,Brisbane,Medically treated,40 to 49,Female,Driver,189
14570,2016,Brisbane,Medically treated,30 to 39,Female,Driver,258
14572,2014,Brisbane,Hospitalised,40 to 49,Male,Bicyclist,28
14574,2013,Brisbane,Minor injury,17 to 24,Female,Driver,67
14578,2015,Brisbane,Medically treated,60 to 74,Male,Driver,58
14579,2016,Brisbane,Hospitalised,30 to 39,Male,Passenger,8
14583,2014,Brisbane,Medically treated,17 to 24,Female,Driver,211
14584,2015,Brisbane,Hospitalised,60 to 74,Female,Driver,48
14585,2016,Brisbane,Hospitalised,0 to 16,Female,Passenger,21
14589,2016,Brisbane,Medically treated,50 to 59,Male,Motorcyclist,18
14590,2015,Brisbane,Minor injury,50 to 59,Male,Motorcyclist,3
14600,2016,Brisbane,Medically treated,50 to 59,Male,Pedestrian,6
14601,2013,Brisbane,Medically treated,60 to 74,Male,Driver,68
14602,2015,Brisbane,Hospitalised,40 to 49,Female,Driver,72
14603,2014,Brisbane,Hospitalised,40 to 49,Male,Other,5
14609,2014,Brisbane,Minor injury,40 to 49,Male,Driver,55
14611,2014,Brisbane,Hospitalised,25 to 29,Male,Motorcyclist,44
14615,2013,Brisbane,Minor injury,25 to 29,Male,Passenger,8
14619,2014,Brisbane,Hospitalised,30 to 39,Male,Motorcyclist,55
14621,2014,Brisbane,Hospitalised,50 to 59,Female,Driver,66
14630,2014,Brisbane,Minor injury,25 to 29,Male,Motorcyclist,5
14634,2014,Brisbane,Medically treated,25 to 29,Male,Driver,106
14637,2014,Brisbane,Minor injury,30 to 39,Male,Driver,65
14644,2015,Brisbane,Minor injury,75 and over,Male,Driver,4
14654,2017,Brisbane,Medically treated,30 to 39,Male,Driver,221
14657,2014,Brisbane,Hospitalised,25 to 29,Male,Bicyclist,9
14658,2017,Brisbane,Hospitalised,60 to 74,Male,Driver,37
14659,2018,Brisbane,Hospitalised,17 to 24,Male,Bicyclist,6
14660,2018,Brisbane,Medically treated,25 to 29,Female,Driver,109
14661,2017,Brisbane,Hospitalised,40 to 49,Male,Bicyclist,42
14671,2017,Brisbane,Minor injury,25 to 29,Male,Driver,54
14672,2017,Brisbane,Hospitalised,25 to 29,Male,Driver,47
14675,2015,Brisbane,Medically treated,75 and over,Male,Pedestrian,5
14684,2017,Brisbane,Medically treated,40 to 49,Female,Passenger,36
14687,2017,Brisbane,Hospitalised,75 and over,Male,Pedestrian,9
14690,2017,Brisbane,Hospitalised,25 to 29,Female,Passenger,13
14692,2017,Brisbane,Hospitalised,30 to 39,Male,Passenger,10
14703,2017,Brisbane,Hospitalised,25 to 29,Male,Bicyclist,11
14707,2016,Brisbane,Medically treated,Unknown,Unknown,Pedestrian,1
14710,2016,Brisbane,Hospitalised,40 to 49,Male,Bicyclist,13
14713,2016,Brisbane,Minor injury,30 to 39,Male,Driver,66
14714,2014,Brisbane,Medically treated,30 to 39,Male,Bicyclist,38
14718,2018,Brisbane,Medically treated,60 to 74,Female,Passenger,30
14721,2018,Brisbane,Medically treated,17 to 24,Unknown,Bicyclist,1
14728,2018,Brisbane,Medically treated,25 to 29,Female,Passenger,30
14735,2018,Brisbane,Minor injury,60 to 74,Female,Driver,33
14740,2018,Brisbane,Medically treated,30 to 39,Male,Passenger,18
14741,2015,Brisbane,Minor injury,40 to 49,Female,Pedestrian,1
14972,2013,Brisbane,Hospitalised,17 to 24,Female,Passenger,45
14982,2013,Brisbane,Hospitalised,17 to 24,Female,Motorcyclist,9
14985,2016,Brisbane,Medically treated,25 to 29,Male,Bicyclist,16
14989,2016,Brisbane,Medically treated,30 to 39,Female,Pedestrian,6
14991,2015,Brisbane,Medically treated,40 to 49,Male,Bicyclist,21
14997,2014,Brisbane,Medically treated,0 to 16,Male,Bicyclist,12
14998,2016,Brisbane,Hospitalised,30 to 39,Male,Bicyclist,25
15006,2015,Brisbane,Hospitalised,25 to 29,Male,Driver,53
15007,2014,Brisbane,Minor injury,17 to 24,Male,Motorcyclist,13
15009,2013,Brisbane,Medically treated,30 to 39,Female,Pedestrian,2
15027,2014,Brisbane,Hospitalised,25 to 29,Male,Passenger,13
15036,2014,Brisbane,Hospitalised,17 to 24,Female,Motorcyclist,12
15044,2017,Brisbane,Medically treated,30 to 39,Male,Motorcyclist,29
15050,2017,Brisbane,Medically treated,40 to 49,Female,Motorcyclist,5
15054,2018,Brisbane,Medically treated,60 to 74,Female,Pedestrian,8
15076,2018,Brisbane,Hospitalised,60 to 74,Male,Passenger,6
15219,2014,Brisbane,Fatality,40 to 49,Male,Pedestrian,1
15221,2013,Brisbane,Hospitalised,60 to 74,Male,Passenger,7
15231,2016,Brisbane,Minor injury,17 to 24,Male,Bicyclist,5
15240,2015,Brisbane,Minor injury,0 to 16,Female,Pedestrian,1
15241,2015,Brisbane,Minor injury,25 to 29,Male,Passenger,8
15246,2014,Brisbane,Medically treated,30 to 39,Male,Passenger,18
15248,2014,Brisbane,Hospitalised,50 to 59,Male,Passenger,4
15249,2013,Brisbane,Minor injury,30 to 39,Female,Passenger,16
15255,2015,Brisbane,Hospitalised,25 to 29,Male,Pedestrian,6
15256,2014,Brisbane,Medically treated,Unknown,Female,Driver,2
15257,2017,Brisbane,Hospitalised,40 to 49,Male,Driver,66
15267,2017,Brisbane,Hospitalised,50 to 59,Male,Passenger,6
15269,2017,Brisbane,Medically treated,50 to 59,Female,Motorcyclist,2
15271,2017,Brisbane,Medically treated,0 to 16,Female,Pedestrian,6
15280,2018,Brisbane,Hospitalised,0 to 16,Male,Driver,3
15285,2018,Brisbane,Minor injury,17 to 24,Male,Passenger,14
15287,2014,Brisbane,Medically treated,Unknown,Unknown,Driver,2
15392,2014,Brisbane,Fatality,30 to 39,Male,Driver,1
15395,2013,Brisbane,Hospitalised,40 to 49,Male,Pedestrian,8
15396,2013,Brisbane,Medically treated,0 to 16,Female,Pedestrian,8
15406,2015,Brisbane,Hospitalised,17 to 24,Female,Pedestrian,8
15416,2016,Brisbane,Fatality,40 to 49,Male,Motorcyclist,10
15418,2014,Brisbane,Medically treated,25 to 29,Female,Motorcyclist,2
15419,2014,Brisbane,Hospitalised,25 to 29,Female,Passenger,13
15421,2013,Brisbane,Minor injury,0 to 16,Male,Passenger,15
15427,2014,Brisbane,Hospitalised,40 to 49,Male,Passenger,8
15428,2015,Brisbane,Medically treated,50 to 59,Female,Motorcyclist,5
15433,2017,Brisbane,Hospitalised,50 to 59,Female,Passenger,12
15435,2016,Brisbane,Medically treated,30 to 39,Female,Bicyclist,5
15438,2017,Brisbane,Minor injury,Unknown,Unknown,Passenger,3
15442,2017,Brisbane,Hospitalised,50 to 59,Male,Motorcyclist,32
15446,2016,Brisbane,Medically treated,0 to 16,Male,Pedestrian,7
15448,2017,Brisbane,Medically treated,25 to 29,Male,Bicyclist,10
15449,2018,Brisbane,Hospitalised,30 to 39,Female,Pedestrian,8
15548,2013,Brisbane,Hospitalised,50 to 59,Male,Bicyclist,12
15549,2013,Brisbane,Fatality,40 to 49,Male,Bicyclist,1
15565,2015,Brisbane,Hospitalised,60 to 74,Male,Passenger,5
15574,2013,Brisbane,Medically treated,40 to 49,Male,Pedestrian,7
15577,2017,Brisbane,Minor injury,30 to 39,Female,Pedestrian,4
15582,2017,Brisbane,Hospitalised,75 and over,Female,Passenger,6
15583,2017,Brisbane,Hospitalised,17 to 24,Male,Pedestrian,10
15587,2014,Brisbane,Minor injury,25 to 29,Female,Motorcyclist,2
15588,2016,Brisbane,Hospitalised,60 to 74,Female,Pedestrian,12
15589,2017,Brisbane,Hospitalised,75 and over,Male,Passenger,6
15590,2016,Brisbane,Medically treated,Unknown,Male,Passenger,2
15592,2018,Brisbane,Hospitalised,50 to 59,Male,Passenger,2
15594,2018,Brisbane,Hospitalised,17 to 24,Female,Motorcyclist,6
15596,2018,Brisbane,Minor injury,30 to 39,Male,Motorcyclist,6
15678,2016,Brisbane,Fatality,25 to 29,Male,Passenger,1
15684,2015,Brisbane,Minor injury,0 to 16,Female,Passenger,17
15685,2014,Brisbane,Medically treated,75 and over,Male,Pedestrian,2
15692,2018,Brisbane,Hospitalised,30 to 39,Female,Bicyclist,5
15702,2013,Brisbane,Medically treated,0 to 16,Female,Bicyclist,2
15774,2015,Brisbane,Minor injury,17 to 24,Male,Bicyclist,4
15776,2016,Brisbane,Minor injury,30 to 39,Female,Motorcyclist,2
15778,2015,Brisbane,Minor injury,25 to 29,Male,Bicyclist,2
15783,2015,Brisbane,Fatality,17 to 24,Male,Driver,3
15788,2014,Brisbane,Medically treated,40 to 49,Male,Passenger,16
15855,2016,Brisbane,Medically treated,25 to 29,Male,Pedestrian,7
15856,2013,Brisbane,Minor injury,40 to 49,Male,Pedestrian,4
15857,2015,Brisbane,Minor injury,60 to 74,Male,Pedestrian,2
15860,2016,Brisbane,Fatality,40 to 49,Male,Bicyclist,1
15865,2013,Brisbane,Medically treated,50 to 59,Male,Other,1
15901,2013,Brisbane,Hospitalised,40 to 49,Female,Motorcyclist,8
15917,2013,Brisbane,Minor injury,0 to 16,Male,Bicyclist,5
15919,2013,Brisbane,Medically treated,40 to 49,Male,Passenger,8
15928,2013,Brisbane,Minor injury,Unknown,Male,Motorcyclist,1
15929,2018,Brisbane,Minor injury,17 to 24,Female,Pedestrian,1
16006,2017,Brisbane,Minor injury,17 to 24,Male,Motorcyclist,8
16012,2018,Brisbane,Medically treated,0 to 16,Female,Bicyclist,5
16054,2014,Brisbane,Minor injury,0 to 16,Female,Bicyclist,1
16055,2016,Brisbane,Minor injury,17 to 24,Female,Bicyclist,3
16062,2014,Brisbane,Minor injury,30 to 39,Female,Pedestrian,2
16065,2015,Brisbane,Hospitalised,Unknown,Female,Motorcyclist,1
16066,2013,Brisbane,Minor injury,Unknown,Female,Pedestrian,1
16071,2017,Brisbane,Fatality,75 and over,Male,Motorcyclist,1
16073,2018,Brisbane,Hospitalised,40 to 49,Male,Passenger,7
16080,2016,Brisbane,Hospitalised,30 to 39,Female,Pedestrian,8
16123,2013,Brisbane,Hospitalised,Unknown,Female,Passenger,2
16127,2015,Brisbane,Hospitalised,40 to 49,Female,Pedestrian,7
16134,2018,Brisbane,Minor injury,50 to 59,Female,Passenger,8
16138,2017,Brisbane,Hospitalised,40 to 49,Male,Passenger,8
16140,2018,Brisbane,Hospitalised,75 and over,Male,Motorcyclist,1
16143,2018,Brisbane,Minor injury,17 to 24,Male,Pedestrian,1
16193,2013,Brisbane,Minor injury,40 to 49,Female,Bicyclist,1
16198,2018,Brisbane,Hospitalised,75 and over,Male,Bicyclist,3
16228,2016,Brisbane,Medically treated,Unknown,Unknown,Bicyclist,1
16233,2014,Brisbane,Medically treated,17 to 24,Female,Motorcyclist,3
16238,2014,Brisbane,Medically treated,30 to 39,Unknown,Driver,2
16240,2018,Brisbane,Medically treated,60 to 74,Female,Bicyclist,1
16286,2018,Brisbane,Medically treated,17 to 24,Female,Motorcyclist,5
16287,2014,Brisbane,Medically treated,0 to 16,Female,Pedestrian,3
16291,2017,Brisbane,Medically treated,0 to 16,Male,Pedestrian,6
16292,2018,Brisbane,Minor injury,0 to 16,Male,Driver,1
16335,2015,Brisbane,Fatality,50 to 59,Male,Motorcyclist,1
16336,2014,Brisbane,Minor injury,Unknown,Female,Driver,1
16372,2017,Brisbane,Minor injury,50 to 59,Male,Motorcyclist,3
16373,2017,Brisbane,Medically treated,40 to 49,Female,Pedestrian,5
16397,2013,Brisbane,Minor injury,30 to 39,Male,Motorcyclist,10
16399,2013,Brisbane,Minor injury,25 to 29,Female,Bicyclist,2
16440,2017,Brisbane,Minor injury,50 to 59,Female,Motorcyclist,1
16466,2013,Brisbane,Minor injury,25 to 29,Female,Motorcyclist,1
16469,2017,Brisbane,Fatality,30 to 39,Male,Driver,1
16473,2016,Brisbane,Medically treated,30 to 39,Unknown,Driver,2
16496,2013,Brisbane,Hospitalised,75 and over,Male,Motorcyclist,1
16502,2018,Brisbane,Minor injury,17 to 24,Female,Motorcyclist,2
16503,2016,Brisbane,Medically treated,17 to 24,Female,Other,1
16504,2018,Brisbane,Fatality,50 to 59,Male,Motorcyclist,2
16540,2014,Brisbane,Fatality,25 to 29,Male,Driver,1
16548,2013,Brisbane,Minor injury,40 to 49,Female,Pedestrian,1
16553,2018,Brisbane,Fatality,40 to 49,Male,Motorcyclist,2
16567,2013,Brisbane,Fatality,0 to 16,Male,Bicyclist,2
16568,2013,Brisbane,Hospitalised,0 to 16,Female,Driver,1
16574,2018,Brisbane,Medically treated,25 to 29,Unknown,Driver,2
16578,2017,Brisbane,Fatality,60 to 74,Female,Passenger,1
16617,2014,Brisbane,Fatality,60 to 74,Female,Passenger,1
16650,2016,Brisbane,Medically treated,75 and over,Male,Bicyclist,1
16675,2018,Brisbane,Fatality,40 to 49,Female,Motorcyclist,1
16676,2016,Brisbane,Minor injury,25 to 29,Female,Motorcyclist,1
16678,2018,Brisbane,Minor injury,25 to 29,Female,Pedestrian,1
16681,2017,Brisbane,Minor injury,Unknown,Unknown,Pedestrian,1
16701,2016,Brisbane,Fatality,50 to 59,Male,Pedestrian,2
16703,2013,Brisbane,Minor injury,30 to 39,Unknown,Passenger,1
16704,2017,Brisbane,Medically treated,50 to 59,Unknown,Driver,1
16705,2018,Brisbane,Minor injury,75 and over,Female,Passenger,1
16706,2017,Brisbane,Fatality,30 to 39,Female,Driver,2
16749,2016,Brisbane,Medically treated,25 to 29,Unknown,Driver,2
16751,2016,Brisbane,Minor injury,0 to 16,Female,Pedestrian,1
16799,2016,Brisbane,Minor injury,60 to 74,Unknown,Driver,1
16838,2015,Brisbane,Medically treated,30 to 39,Female,Other,1
17328,2013,Brisbane,Hospitalised,40 to 49,Female,Driver,94
17332,2013,Brisbane,Hospitalised,30 to 39,Male,Motorcyclist,69
17338,2013,Brisbane,Hospitalised,75 and over,Male,Pedestrian,5
17351,2016,Brisbane,Hospitalised,17 to 24,Female,Driver,92
17354,2016,Brisbane,Hospitalised,17 to 24,Male,Driver,90
17355,2015,Brisbane,Medically treated,17 to 24,Male,Motorcyclist,33
17359,2016,Brisbane,Medically treated,60 to 74,Female,Passenger,24
17363,2015,Brisbane,Medically treated,40 to 49,Female,Driver,191
17364,2016,Brisbane,Hospitalised,25 to 29,Male,Bicyclist,15
17370,2013,Brisbane,Medically treated,30 to 39,Male,Bicyclist,34
17374,2016,Brisbane,Medically treated,60 to 74,Male,Passenger,5
17381,2016,Brisbane,Minor injury,17 to 24,Female,Passenger,22
17382,2015,Brisbane,Minor injury,17 to 24,Male,Passenger,16
17385,2013,Brisbane,Medically treated,40 to 49,Male,Driver,140
17386,2015,Brisbane,Minor injury,25 to 29,Male,Motorcyclist,3
17387,2014,Brisbane,Medically treated,30 to 39,Male,Motorcyclist,36
17388,2015,Brisbane,Medically treated,50 to 59,Male,Driver,84
17389,2016,Brisbane,Hospitalised,0 to 16,Male,Pedestrian,16
