,Crash_Year,Crash_Police_Region,Casualty_Severity,Casualty_AgeGroup,Casualty_Gender,Casualty_RoadUserType,Casualty_Count
11663,2009,Brisbane,Hospitalised,50 to 59,Female,Pedestrian,6
12077,2009,Brisbane,Hospitalised,50 to 59,Male,Bicyclist,14
12387,2009,Brisbane,Hospitalised,50 to 59,Male,Passenger,5
17142,2009,Brisbane,Medically treated,50 to 59,Male,Driver,80
17200,2009,Brisbane,Medically treated,50 to 59,Female,Passenger,40
17719,2009,Brisbane,Medically treated,50 to 59,Female,Motorcyclist,6
17999,2009,Brisbane,Medically treated,50 to 59,Male,Passenger,10
18426,2009,Brisbane,Hospitalised,50 to 59,Female,Bicyclist,3
19140,2009,Brisbane,Medically treated,50 to 59,Female,Bicyclist,2
20038,2009,Brisbane,Medically treated,50 to 59,Female,Pedestrian,5
20424,2009,Brisbane,Minor injury,50 to 59,Male,Driver,53
21194,2009,Brisbane,Minor injury,50 to 59,Male,Bicyclist,10
21804,2009,Brisbane,Hospitalised,50 to 59,Male,Pedestrian,4
1695,2009,Brisbane,Minor injury,60 to 74,Male,Passenger,5
1701,2009,Brisbane,Medically treated,60 to 74,Male,Bicyclist,2
2730,2009,Brisbane,Minor injury,60 to 74,Male,Bicyclist,1
2741,2009,Brisbane,Hospitalised,60 to 74,Male,Driver,38
3093,2009,Brisbane,Medically treated,60 to 74,Male,Motorcyclist,10
3616,2009,Brisbane,Hospitalised,60 to 74,Female,Passenger,20
3626,2009,Brisbane,Medically treated,60 to 74,Female,Passenger,31
5865,2009,Brisbane,Medically treated,60 to 74,Female,Driver,76
5901,2009,Brisbane,Fatality,60 to 74,Male,Driver,1
7701,2009,Brisbane,Fatality,60 to 74,Male,Motorcyclist,1
10831,2009,Brisbane,Minor injury,60 to 74,Female,Bicyclist,1
11582,2009,Brisbane,Medically treated,60 to 74,Male,Driver,54
12347,2009,Brisbane,Hospitalised,60 to 74,Male,Bicyclist,12
12819,2009,Brisbane,Minor injury,60 to 74,Male,Pedestrian,3
14906,2009,Brisbane,Medically treated,60 to 74,Female,Pedestrian,6
15363,2009,Brisbane,Medically treated,60 to 74,Male,Pedestrian,1
15377,2009,Brisbane,Hospitalised,60 to 74,Male,Passenger,3
16043,2009,Brisbane,Hospitalised,60 to 74,Male,Pedestrian,7
17175,2009,Brisbane,Minor injury,60 to 74,Male,Driver,40
17204,2009,Brisbane,Hospitalised,60 to 74,Female,Driver,53
17213,2009,Brisbane,Minor injury,60 to 74,Female,Driver,28
17722,2009,Brisbane,Hospitalised,60 to 74,Male,Motorcyclist,12
17770,2009,Brisbane,Medically treated,60 to 74,Male,Passenger,8
17986,2009,Brisbane,Minor injury,60 to 74,Male,Motorcyclist,1
18156,2009,Brisbane,Minor injury,60 to 74,Female,Passenger,9
18537,2009,Brisbane,Hospitalised,60 to 74,Female,Bicyclist,1
21403,2009,Brisbane,Hospitalised,60 to 74,Female,Motorcyclist,2
21927,2009,Brisbane,Hospitalised,60 to 74,Female,Pedestrian,3
281,2009,Brisbane,Hospitalised,75 and over,Female,Driver,25
861,2009,Brisbane,Minor injury,75 and over,Male,Driver,11
1131,2009,Brisbane,Medically treated,75 and over,Female,Driver,11
1133,2009,Brisbane,Medically treated,75 and over,Male,Pedestrian,2
1987,2009,Brisbane,Minor injury,75 and over,Male,Passenger,1
4991,2009,Brisbane,Hospitalised,75 and over,Male,Motorcyclist,1
6460,2009,Brisbane,Medically treated,75 and over,Male,Driver,18
6918,2009,Brisbane,Medically treated,75 and over,Male,Bicyclist,1
7058,2009,Brisbane,Hospitalised,75 and over,Male,Pedestrian,7
7394,2009,Brisbane,Minor injury,75 and over,Female,Passenger,4
10687,2009,Brisbane,Minor injury,75 and over,Female,Pedestrian,1
12119,2009,Brisbane,Minor injury,75 and over,Female,Driver,11
14331,2009,Brisbane,Hospitalised,75 and over,Male,Passenger,7
15359,2009,Brisbane,Fatality,75 and over,Female,Pedestrian,1
15540,2009,Brisbane,Medically treated,75 and over,Female,Passenger,7
15905,2009,Brisbane,Medically treated,75 and over,Male,Passenger,6
16489,2009,Brisbane,Minor injury,75 and over,Male,Bicyclist,2
17195,2009,Brisbane,Hospitalised,75 and over,Male,Driver,27
19938,2009,Brisbane,Hospitalised,75 and over,Female,Passenger,16
20726,2009,Brisbane,Hospitalised,75 and over,Female,Pedestrian,7
21654,2009,Brisbane,Medically treated,75 and over,Female,Pedestrian,2
2340,2009,Brisbane,Minor injury,Unknown,Male,Driver,5
2631,2009,Brisbane,Hospitalised,Unknown,Male,Motorcyclist,1
2672,2009,Brisbane,Minor injury,Unknown,Unknown,Motorcyclist,1
2673,2009,Brisbane,Minor injury,Unknown,Unknown,Passenger,10
2690,2009,Brisbane,Medically treated,Unknown,Unknown,Driver,1
2720,2009,Brisbane,Minor injury,Unknown,Female,Pedestrian,1
4663,2009,Brisbane,Medically treated,Unknown,Female,Passenger,13
7184,2009,Brisbane,Minor injury,Unknown,Male,Passenger,6
8305,2009,Brisbane,Minor injury,Unknown,Unknown,Driver,1
11077,2009,Brisbane,Minor injury,Unknown,Male,Pedestrian,2
13973,2009,Brisbane,Minor injury,Unknown,Unknown,Bicyclist,2
16460,2009,Brisbane,Medically treated,Unknown,Male,Motorcyclist,1
16716,2009,Brisbane,Minor injury,Unknown,Male,Motorcyclist,3
18296,2009,Brisbane,Medically treated,Unknown,Male,Passenger,12
18445,2009,Brisbane,Medically treated,Unknown,Unknown,Passenger,18
19420,2009,Brisbane,Minor injury,Unknown,Female,Passenger,6
19503,2009,Brisbane,Hospitalised,Unknown,Unknown,Passenger,1
19534,2009,Brisbane,Medically treated,Unknown,Female,Pedestrian,1
22261,2009,Brisbane,Minor injury,Unknown,Male,Bicyclist,3
22355,2009,Brisbane,Hospitalised,Unknown,Female,Passenger,1
443,2010,Brisbane,Minor injury,0 to 16,Male,Passenger,12
1501,2010,Brisbane,Minor injury,0 to 16,Male,Driver,3
1590,2010,Brisbane,Hospitalised,0 to 16,Female,Pedestrian,19
2133,2010,Brisbane,Minor injury,0 to 16,Male,Motorcyclist,1
2269,2010,Brisbane,Fatality,0 to 16,Male,Passenger,1
4098,2010,Brisbane,Medically treated,0 to 16,Female,Pedestrian,5
4956,2010,Brisbane,Medically treated,0 to 16,Female,Bicyclist,1
6495,2010,Brisbane,Minor injury,0 to 16,Female,Passenger,22
6514,2010,Brisbane,Hospitalised,0 to 16,Female,Bicyclist,1
7203,2010,Brisbane,Minor injury,0 to 16,Female,Pedestrian,3
8771,2010,Brisbane,Hospitalised,0 to 16,Female,Driver,5
11657,2010,Brisbane,Hospitalised,0 to 16,Male,Passenger,25
12349,2010,Brisbane,Hospitalised,0 to 16,Male,Driver,1
13271,2010,Brisbane,Minor injury,0 to 16,Male,Bicyclist,1
13796,2010,Brisbane,Fatality,0 to 16,Male,Pedestrian,2
14484,2010,Brisbane,Medically treated,0 to 16,Male,Pedestrian,10
14504,2010,Brisbane,Medically treated,0 to 16,Male,Passenger,61
14904,2010,Brisbane,Hospitalised,0 to 16,Male,Pedestrian,18
16488,2010,Brisbane,Medically treated,0 to 16,Female,Driver,1
16669,2010,Brisbane,Minor injury,0 to 16,Female,Driver,1
17144,2010,Brisbane,Medically treated,0 to 16,Female,Passenger,69
17735,2010,Brisbane,Medically treated,0 to 16,Male,Bicyclist,12
17998,2010,Brisbane,Hospitalised,0 to 16,Male,Bicyclist,18
19177,2010,Brisbane,Minor injury,0 to 16,Male,Pedestrian,1
20025,2010,Brisbane,Hospitalised,0 to 16,Female,Passenger,41
280,2010,Brisbane,Medically treated,17 to 24,Male,Passenger,46
327,2010,Brisbane,Hospitalised,17 to 24,Male,Passenger,43
340,2010,Brisbane,Medically treated,17 to 24,Male,Motorcyclist,29
829,2010,Brisbane,Hospitalised,17 to 24,Male,Motorcyclist,35
915,2010,Brisbane,Medically treated,17 to 24,Female,Pedestrian,15
1309,2010,Brisbane,Hospitalised,17 to 24,Female,Pedestrian,18
2311,2010,Brisbane,Medically treated,17 to 24,Female,Bicyclist,3
3194,2010,Brisbane,Hospitalised,17 to 24,Male,Driver,134
3904,2010,Brisbane,Fatality,17 to 24,Male,Driver,2
4510,2010,Brisbane,Medically treated,17 to 24,Male,Pedestrian,10
5874,2010,Brisbane,Medically treated,17 to 24,Male,Driver,154
5957,2010,Brisbane,Fatality,17 to 24,Male,Motorcyclist,4
7540,2010,Brisbane,Minor injury,17 to 24,Male,Bicyclist,1
8637,2010,Brisbane,Hospitalised,17 to 24,Male,Pedestrian,23
8640,2010,Brisbane,Medically treated,17 to 24,Female,Driver,208
8668,2010,Brisbane,Medically treated,17 to 24,Female,Passenger,70
8673,2010,Brisbane,Minor injury,17 to 24,Female,Pedestrian,5
8773,2010,Brisbane,Minor injury,17 to 24,Female,Passenger,40
8791,2010,Brisbane,Hospitalised,17 to 24,Female,Passenger,61
9964,2010,Brisbane,Minor injury,17 to 24,Male,Pedestrian,4
10400,2010,Brisbane,Medically treated,17 to 24,Female,Motorcyclist,4
10531,2010,Brisbane,Fatality,17 to 24,Male,Passenger,1
11649,2010,Brisbane,Minor injury,17 to 24,Male,Driver,106
11654,2010,Brisbane,Medically treated,17 to 24,Male,Bicyclist,18
13674,2010,Brisbane,Minor injury,17 to 24,Female,Bicyclist,1
13914,2010,Brisbane,Fatality,17 to 24,Male,Pedestrian,1
14357,2010,Brisbane,Fatality,17 to 24,Female,Pedestrian,2
14360,2010,Brisbane,Hospitalised,17 to 24,Female,Bicyclist,8
14916,2010,Brisbane,Minor injury,17 to 24,Female,Driver,97
15208,2010,Brisbane,Hospitalised,17 to 24,Male,Bicyclist,18
18945,2010,Brisbane,Minor injury,17 to 24,Female,Motorcyclist,1
19869,2010,Brisbane,Hospitalised,17 to 24,Female,Driver,135
20040,2010,Brisbane,Minor injury,17 to 24,Male,Passenger,22
20426,2010,Brisbane,Hospitalised,17 to 24,Female,Motorcyclist,7
20891,2010,Brisbane,Minor injury,17 to 24,Male,Motorcyclist,14
298,2010,Brisbane,Minor injury,25 to 29,Male,Driver,72
331,2010,Brisbane,Medically treated,25 to 29,Female,Driver,129
389,2010,Brisbane,Minor injury,25 to 29,Female,Passenger,17
3663,2010,Brisbane,Hospitalised,25 to 29,Female,Pedestrian,8
3666,2010,Brisbane,Hospitalised,25 to 29,Male,Passenger,11
4113,2010,Brisbane,Medically treated,25 to 29,Male,Pedestrian,5
4416,2010,Brisbane,Hospitalised,25 to 29,Female,Bicyclist,4
5866,2010,Brisbane,Medically treated,25 to 29,Male,Driver,103
6938,2010,Brisbane,Medically treated,25 to 29,Male,Bicyclist,14
6939,2010,Brisbane,Minor injury,25 to 29,Female,Pedestrian,1
7080,2010,Brisbane,Hospitalised,25 to 29,Male,Bicyclist,10
9195,2010,Brisbane,Medically treated,25 to 29,Male,Passenger,21
11640,2010,Brisbane,Hospitalised,25 to 29,Female,Passenger,11
12110,2010,Brisbane,Minor injury,25 to 29,Male,Pedestrian,3
12384,2010,Brisbane,Medically treated,25 to 29,Female,Motorcyclist,4
13025,2010,Brisbane,Fatality,25 to 29,Female,Passenger,1
13667,2010,Brisbane,Fatality,25 to 29,Male,Driver,1
14325,2010,Brisbane,Hospitalised,25 to 29,Male,Motorcyclist,33
14890,2010,Brisbane,Medically treated,25 to 29,Female,Passenger,22
14983,2010,Brisbane,Medically treated,25 to 29,Female,Bicyclist,4
16365,2010,Brisbane,Minor injury,25 to 29,Male,Bicyclist,5
17147,2010,Brisbane,Minor injury,25 to 29,Female,Driver,70
18006,2010,Brisbane,Minor injury,25 to 29,Male,Motorcyclist,9
18544,2010,Brisbane,Minor injury,25 to 29,Male,Passenger,6
18892,2010,Brisbane,Minor injury,25 to 29,Female,Motorcyclist,2
19027,2010,Brisbane,Medically treated,25 to 29,Female,Pedestrian,4
19176,2010,Brisbane,Fatality,25 to 29,Male,Motorcyclist,4
19878,2010,Brisbane,Hospitalised,25 to 29,Female,Driver,61
19921,2010,Brisbane,Hospitalised,25 to 29,Male,Driver,62
20917,2010,Brisbane,Medically treated,25 to 29,Male,Motorcyclist,17
21067,2010,Brisbane,Hospitalised,25 to 29,Female,Motorcyclist,6
21613,2010,Brisbane,Hospitalised,25 to 29,Male,Pedestrian,13
21961,2010,Brisbane,Minor injury,25 to 29,Female,Bicyclist,2
364,2010,Brisbane,Minor injury,30 to 39,Male,Bicyclist,16
843,2010,Brisbane,Medically treated,30 to 39,Male,Motorcyclist,38
1319,2010,Brisbane,Medically treated,30 to 39,Male,Bicyclist,30
1337,2010,Brisbane,Hospitalised,30 to 39,Female,Passenger,12
1931,2010,Brisbane,Fatality,30 to 39,Male,Driver,1
2607,2010,Brisbane,Minor injury,30 to 39,Unknown,Driver,1
3182,2010,Brisbane,Minor injury,30 to 39,Male,Driver,87
4720,2010,Brisbane,Fatality,30 to 39,Male,Bicyclist,1
4967,2010,Brisbane,Minor injury,30 to 39,Female,Bicyclist,2
6437,2010,Brisbane,Minor injury,30 to 39,Female,Driver,111
7383,2010,Brisbane,Hospitalised,30 to 39,Female,Bicyclist,4
7931,2010,Brisbane,Hospitalised,30 to 39,Female,Motorcyclist,7
8655,2010,Brisbane,Medically treated,30 to 39,Female,Driver,214
9180,2010,Brisbane,Hospitalised,30 to 39,Male,Bicyclist,27
9280,2010,Brisbane,Minor injury,30 to 39,Male,Passenger,14
10405,2010,Brisbane,Medically treated,30 to 39,Female,Pedestrian,6
10805,2010,Brisbane,Minor injury,30 to 39,Female,Motorcyclist,3
11514,2010,Brisbane,Hospitalised,30 to 39,Female,Driver,108
12078,2010,Brisbane,Fatality,30 to 39,Male,Motorcyclist,2
12562,2010,Brisbane,Minor injury,30 to 39,Female,Passenger,11
12929,2010,Brisbane,Hospitalised,30 to 39,Male,Pedestrian,12
14487,2010,Brisbane,Minor injury,30 to 39,Male,Motorcyclist,20
14964,2010,Brisbane,Hospitalised,30 to 39,Male,Motorcyclist,64
14968,2010,Brisbane,Hospitalised,30 to 39,Male,Passenger,17
15753,2010,Brisbane,Medically treated,30 to 39,Female,Motorcyclist,6
15767,2010,Brisbane,Minor injury,30 to 39,Male,Pedestrian,5
16118,2010,Brisbane,Medically treated,30 to 39,Female,Bicyclist,1
16698,2010,Brisbane,Minor injury,30 to 39,Female,Pedestrian,1
17288,2010,Brisbane,Hospitalised,30 to 39,Male,Driver,124
17344,2010,Brisbane,Medically treated,30 to 39,Female,Passenger,40
20011,2010,Brisbane,Medically treated,30 to 39,Male,Driver,174
20012,2010,Brisbane,Medically treated,30 to 39,Male,Passenger,19
21047,2010,Brisbane,Medically treated,30 to 39,Male,Pedestrian,15
21724,2010,Brisbane,Hospitalised,30 to 39,Female,Pedestrian,5
21853,2010,Brisbane,Fatality,30 to 39,Female,Motorcyclist,1
22079,2010,Brisbane,Fatality,30 to 39,Male,Pedestrian,1
391,2010,Brisbane,Medically treated,40 to 49,Female,Passenger,37
395,2010,Brisbane,Minor injury,40 to 49,Male,Passenger,13
434,2010,Brisbane,Hospitalised,40 to 49,Male,Bicyclist,24
905,2010,Brisbane,Hospitalised,40 to 49,Female,Pedestrian,9
916,2010,Brisbane,Medically treated,40 to 49,Male,Pedestrian,4
917,2010,Brisbane,Hospitalised,40 to 49,Male,Passenger,10
1157,2010,Brisbane,Minor injury,40 to 49,Female,Passenger,12
1168,2010,Brisbane,Medically treated,40 to 49,Male,Bicyclist,27
1170,2010,Brisbane,Minor injury,40 to 49,Male,Motorcyclist,11
1852,2010,Brisbane,Minor injury,40 to 49,Female,Motorcyclist,1
2601,2010,Brisbane,Fatality,40 to 49,Male,Pedestrian,1
3057,2010,Brisbane,Hospitalised,40 to 49,Female,Bicyclist,2
3113,2010,Brisbane,Hospitalised,40 to 49,Male,Driver,84
4295,2010,Brisbane,Medically treated,40 to 49,Female,Pedestrian,2
5922,2010,Brisbane,Hospitalised,40 to 49,Female,Passenger,17
5928,2010,Brisbane,Medically treated,40 to 49,Male,Passenger,15
7750,2010,Brisbane,Medically treated,40 to 49,Female,Bicyclist,2
8786,2010,Brisbane,Medically treated,40 to 49,Male,Motorcyclist,25
9182,2010,Brisbane,Minor injury,40 to 49,Male,Bicyclist,11
11604,2010,Brisbane,Medically treated,40 to 49,Female,Driver,162
12563,2010,Brisbane,Hospitalised,40 to 49,Male,Pedestrian,9
13202,2010,Brisbane,Minor injury,40 to 49,Male,Pedestrian,5
14375,2010,Brisbane,Hospitalised,40 to 49,Male,Motorcyclist,49
14478,2010,Brisbane,Hospitalised,40 to 49,Female,Driver,72
15368,2010,Brisbane,Minor injury,40 to 49,Female,Bicyclist,4
15508,2010,Brisbane,Hospitalised,40 to 49,Female,Motorcyclist,5
16643,2010,Brisbane,Fatality,40 to 49,Male,Passenger,1
17772,2010,Brisbane,Medically treated,40 to 49,Female,Motorcyclist,9
19210,2010,Brisbane,Fatality,40 to 49,Male,Motorcyclist,1
19868,2010,Brisbane,Medically treated,40 to 49,Male,Driver,130
19900,2010,Brisbane,Minor injury,40 to 49,Male,Driver,106
19969,2010,Brisbane,Minor injury,40 to 49,Female,Driver,107
373,2010,Brisbane,Medically treated,50 to 59,Female,Passenger,30
863,2010,Brisbane,Hospitalised,50 to 59,Female,Motorcyclist,3
2177,2010,Brisbane,Medically treated,50 to 59,Female,Pedestrian,1
2182,2010,Brisbane,Medically treated,50 to 59,Male,Passenger,5
3898,2010,Brisbane,Medically treated,50 to 59,Male,Pedestrian,3
4097,2010,Brisbane,Minor injury,50 to 59,Male,Bicyclist,4
5364,2010,Brisbane,Fatality,50 to 59,Female,Pedestrian,1
6029,2010,Brisbane,Hospitalised,50 to 59,Female,Pedestrian,6
7285,2010,Brisbane,Minor injury,50 to 59,Female,Pedestrian,1
8770,2010,Brisbane,Hospitalised,50 to 59,Male,Bicyclist,11
8777,2010,Brisbane,Hospitalised,50 to 59,Female,Driver,74
8778,2010,Brisbane,Hospitalised,50 to 59,Male,Driver,57
9252,2010,Brisbane,Hospitalised,50 to 59,Male,Motorcyclist,33
10282,2010,Brisbane,Hospitalised,50 to 59,Male,Passenger,6
10420,2010,Brisbane,Medically treated,50 to 59,Female,Bicyclist,3
11513,2010,Brisbane,Medically treated,50 to 59,Male,Driver,79
11655,2010,Brisbane,Minor injury,50 to 59,Female,Driver,67
12053,2010,Brisbane,Minor injury,50 to 59,Female,Passenger,13
12673,2010,Brisbane,Medically treated,50 to 59,Male,Motorcyclist,25
12683,2010,Brisbane,Medically treated,50 to 59,Female,Motorcyclist,6
17145,2010,Brisbane,Minor injury,50 to 59,Male,Driver,56
17312,2010,Brisbane,Minor injury,50 to 59,Male,Pedestrian,4
18194,2010,Brisbane,Minor injury,50 to 59,Male,Motorcyclist,7
18547,2010,Brisbane,Hospitalised,50 to 59,Female,Bicyclist,2
18778,2010,Brisbane,Hospitalised,50 to 59,Male,Pedestrian,11
19862,2010,Brisbane,Hospitalised,50 to 59,Female,Passenger,19
19877,2010,Brisbane,Medically treated,50 to 59,Female,Driver,122
19923,2010,Brisbane,Minor injury,50 to 59,Male,Passenger,14
20505,2010,Brisbane,Medically treated,50 to 59,Male,Bicyclist,10
22368,2010,Brisbane,Minor injury,50 to 59,Female,Bicyclist,1
354,2010,Brisbane,Hospitalised,60 to 74,Female,Driver,52
459,2010,Brisbane,Minor injury,60 to 74,Female,Passenger,10
911,2010,Brisbane,Medically treated,60 to 74,Female,Passenger,27
3129,2010,Brisbane,Hospitalised,60 to 74,Male,Motorcyclist,10
4415,2010,Brisbane,Medically treated,60 to 74,Male,Passenger,6
7288,2010,Brisbane,Medically treated,60 to 74,Male,Bicyclist,3
7708,2010,Brisbane,Hospitalised,60 to 74,Male,Passenger,4
8229,2010,Brisbane,Minor injury,60 to 74,Male,Bicyclist,1
9240,2010,Brisbane,Medically treated,60 to 74,Male,Driver,64
12676,2010,Brisbane,Medically treated,60 to 74,Male,Motorcyclist,6
13597,2010,Brisbane,Medically treated,60 to 74,Female,Bicyclist,1
14369,2010,Brisbane,Minor injury,60 to 74,Female,Driver,33
14498,2010,Brisbane,Hospitalised,60 to 74,Female,Passenger,12
16328,2010,Brisbane,Minor injury,60 to 74,Male,Motorcyclist,1
16825,2010,Brisbane,Fatality,60 to 74,Male,Driver,1
16848,2010,Brisbane,Hospitalised,60 to 74,Male,Pedestrian,8
17189,2010,Brisbane,Hospitalised,60 to 74,Male,Driver,45
17750,2010,Brisbane,Minor injury,60 to 74,Male,Pedestrian,5
17976,2010,Brisbane,Minor injury,60 to 74,Male,Driver,36
18298,2010,Brisbane,Medically treated,60 to 74,Male,Pedestrian,3
18769,2010,Brisbane,Hospitalised,60 to 74,Male,Bicyclist,6
18881,2010,Brisbane,Minor injury,60 to 74,Male,Passenger,3
19396,2010,Brisbane,Minor injury,60 to 74,Female,Motorcyclist,1
20008,2010,Brisbane,Medically treated,60 to 74,Female,Pedestrian,6
20013,2010,Brisbane,Medically treated,60 to 74,Female,Driver,71
21335,2010,Brisbane,Minor injury,60 to 74,Female,Pedestrian,1
21406,2010,Brisbane,Hospitalised,60 to 74,Female,Pedestrian,3
22034,2010,Brisbane,Medically treated,60 to 74,Female,Motorcyclist,1
416,2010,Brisbane,Medically treated,75 and over,Female,Driver,19
914,2010,Brisbane,Hospitalised,75 and over,Female,Pedestrian,4
4845,2010,Brisbane,Minor injury,75 and over,Male,Passenger,3
5230,2010,Brisbane,Fatality,75 and over,Female,Passenger,1
7527,2010,Brisbane,Medically treated,75 and over,Male,Bicyclist,2
11550,2010,Brisbane,Hospitalised,75 and over,Male,Driver,28
11642,2010,Brisbane,Minor injury,75 and over,Female,Passenger,3
12379,2010,Brisbane,Medically treated,75 and over,Female,Passenger,19
12549,2010,Brisbane,Hospitalised,75 and over,Male,Passenger,6
13626,2010,Brisbane,Fatality,75 and over,Male,Driver,1
14960,2010,Brisbane,Minor injury,75 and over,Male,Driver,7
15212,2010,Brisbane,Medically treated,75 and over,Male,Driver,25
15390,2010,Brisbane,Hospitalised,75 and over,Female,Driver,25
15537,2010,Brisbane,Medically treated,75 and over,Male,Passenger,7
15909,2010,Brisbane,Minor injury,75 and over,Female,Driver,11
16035,2010,Brisbane,Fatality,75 and over,Male,Pedestrian,1
17766,2010,Brisbane,Hospitalised,75 and over,Male,Pedestrian,6
18195,2010,Brisbane,Medically treated,75 and over,Female,Pedestrian,1
19916,2010,Brisbane,Hospitalised,75 and over,Female,Passenger,13
22142,2010,Brisbane,Fatality,75 and over,Female,Pedestrian,2
3644,2010,Brisbane,Minor injury,Unknown,Male,Passenger,7
6006,2010,Brisbane,Hospitalised,Unknown,Female,Passenger,2
7675,2010,Brisbane,Medically treated,Unknown,Unknown,Passenger,8
8303,2010,Brisbane,Minor injury,Unknown,Unknown,Passenger,4
10520,2010,Brisbane,Medically treated,Unknown,Female,Pedestrian,1
13367,2010,Brisbane,Minor injury,Unknown,Female,Driver,1
14979,2010,Brisbane,Medically treated,Unknown,Male,Passenger,4
16463,2010,Brisbane,Minor injury,Unknown,Female,Passenger,3
16565,2010,Brisbane,Medically treated,Unknown,Female,Passenger,7
16711,2010,Brisbane,Minor injury,Unknown,Male,Bicyclist,2
16723,2010,Brisbane,Medically treated,Unknown,Male,Driver,1
16735,2010,Brisbane,Minor injury,Unknown,Male,Motorcyclist,1
19239,2010,Brisbane,Minor injury,Unknown,Male,Driver,1
19475,2010,Brisbane,Medically treated,Unknown,Male,Pedestrian,1
22267,2010,Brisbane,Minor injury,Unknown,Male,Pedestrian,1
22315,2010,Brisbane,Minor injury,Unknown,Unknown,Motorcyclist,2
22322,2010,Brisbane,Hospitalised,Unknown,Unknown,Passenger,1
396,2011,Brisbane,Hospitalised,0 to 16,Female,Passenger,34
2139,2011,Brisbane,Medically treated,0 to 16,Male,Motorcyclist,1
3200,2011,Brisbane,Hospitalised,0 to 16,Female,Pedestrian,15
4297,2011,Brisbane,Hospitalised,0 to 16,Male,Pedestrian,12
5045,2011,Brisbane,Minor injury,0 to 16,Male,Pedestrian,1
6030,2011,Brisbane,Medically treated,0 to 16,Male,Passenger,64
7088,2011,Brisbane,Medically treated,0 to 16,Female,Pedestrian,7
7535,2011,Brisbane,Medically treated,0 to 16,Male,Driver,2
12091,2011,Brisbane,Hospitalised,0 to 16,Male,Passenger,24
12560,2011,Brisbane,Minor injury,0 to 16,Female,Passenger,30
13633,2011,Brisbane,Medically treated,0 to 16,Female,Driver,1
13802,2011,Brisbane,Minor injury,0 to 16,Male,Driver,3
16392,2011,Brisbane,Hospitalised,0 to 16,Male,Driver,2
16668,2011,Brisbane,Minor injury,0 to 16,Female,Pedestrian,1
17262,2011,Brisbane,Medically treated,0 to 16,Male,Pedestrian,15
17293,2011,Brisbane,Hospitalised,0 to 16,Male,Bicyclist,12
17301,2011,Brisbane,Medically treated,0 to 16,Female,Passenger,64
19349,2011,Brisbane,Fatality,0 to 16,Female,Pedestrian,1
19989,2011,Brisbane,Minor injury,0 to 16,Male,Passenger,24
20493,2011,Brisbane,Hospitalised,0 to 16,Female,Driver,3
21080,2011,Brisbane,Medically treated,0 to 16,Male,Bicyclist,12
21730,2011,Brisbane,Medically treated,0 to 16,Female,Bicyclist,3
22285,2011,Brisbane,Minor injury,0 to 16,Male,Bicyclist,1
332,2011,Brisbane,Hospitalised,17 to 24,Female,Passenger,48
387,2011,Brisbane,Medically treated,17 to 24,Female,Passenger,74
2557,2011,Brisbane,Minor injury,17 to 24,Female,Pedestrian,1
3122,2011,Brisbane,Medically treated,17 to 24,Male,Driver,142
3164,2011,Brisbane,Hospitalised,17 to 24,Female,Driver,113
3933,2011,Brisbane,Hospitalised,17 to 24,Female,Motorcyclist,5
3956,2011,Brisbane,Minor injury,17 to 24,Male,Bicyclist,6
4799,2011,Brisbane,Medically treated,17 to 24,Female,Motorcyclist,3
6078,2011,Brisbane,Minor injury,17 to 24,Female,Passenger,40
7070,2011,Brisbane,Fatality,17 to 24,Male,Passenger,1
8678,2011,Brisbane,Hospitalised,17 to 24,Male,Passenger,31
8753,2011,Brisbane,Medically treated,17 to 24,Male,Passenger,35
8757,2011,Brisbane,Hospitalised,17 to 24,Male,Driver,125
9721,2011,Brisbane,Hospitalised,17 to 24,Female,Bicyclist,3
11620,2011,Brisbane,Medically treated,17 to 24,Female,Pedestrian,14
11641,2011,Brisbane,Minor injury,17 to 24,Female,Driver,91
12373,2011,Brisbane,Medically treated,17 to 24,Male,Pedestrian,7
12833,2011,Brisbane,Fatality,17 to 24,Male,Driver,2
12939,2011,Brisbane,Fatality,17 to 24,Female,Passenger,1
14326,2011,Brisbane,Hospitalised,17 to 24,Female,Pedestrian,17
14421,2011,Brisbane,Minor injury,17 to 24,Male,Driver,80
14466,2011,Brisbane,Hospitalised,17 to 24,Male,Motorcyclist,43
14507,2011,Brisbane,Minor injury,17 to 24,Male,Passenger,24
15202,2011,Brisbane,Medically treated,17 to 24,Male,Bicyclist,15
15985,2011,Brisbane,Medically treated,17 to 24,Female,Bicyclist,5
16520,2011,Brisbane,Fatality,17 to 24,Male,Pedestrian,1
16521,2011,Brisbane,Minor injury,17 to 24,Male,Pedestrian,3
17268,2011,Brisbane,Medically treated,17 to 24,Female,Driver,180
17705,2011,Brisbane,Minor injury,17 to 24,Male,Motorcyclist,4
17761,2011,Brisbane,Minor injury,17 to 24,Female,Bicyclist,1
18177,2011,Brisbane,Hospitalised,17 to 24,Male,Pedestrian,21
20006,2011,Brisbane,Medically treated,17 to 24,Male,Motorcyclist,33
20033,2011,Brisbane,Hospitalised,17 to 24,Unknown,Passenger,1
20489,2011,Brisbane,Hospitalised,17 to 24,Male,Bicyclist,24
427,2011,Brisbane,Minor injury,25 to 29,Male,Driver,43
881,2011,Brisbane,Medically treated,25 to 29,Female,Motorcyclist,5
890,2011,Brisbane,Hospitalised,25 to 29,Male,Pedestrian,7
